rural_or_urban,state_name,district_name,block_tehsil_name,town_municipality_name,village_name,ward_name,serial_number,enumeration_date,water_body_present_sac_data,unique_id,water_body_name,basin_name,sub_basin_name,water_body_type,nature_of_storage,khasra_number,latitude,longitude,water_body_location,ownership,water_body_in_use,water_body_uses_1,water_body_uses_2,water_body_uses_3,cca_water_body,ipc_water_body,not_in_use_reason,water_body_nature,manmade_water_body_type,construction_year,construction_cost,renovation_year,renovation_cost,water_body_presently_under_repair_renovation_restoration,scheme_under_revival_done,scheme_inclusion_year,targeted_completion_year,estimated_cost,targeted_potential_revival,irrigation_potential_revived,associated_with_central_scheme,central_scheme_name,water_throughout_year,number_months,water_spread_area_reference_year,water_spread_area_current_year,minimum_water_spread_area,maximum_water_spread_area,max_depth_water_body_fully_filled,storage_capacity_water_body_original,storage_capacity_water_body_present,filled_up_storage,presence_of_silt,filled_up_storage_space,no_of_town_cities_benefited,no_of_villages_benefited,no_people_benefited_by_water_body,wua_exists,extent_of_area_covered_by_wua,number_of_wua_formed,dip_sip_exists,water_body_encroached,encroachment_assessed,area_encroached_percentage,standalone_or_connected,number_of_connected_water_bodies,captured_in_previous_census,enumerator_name,image_path,created_on,remark
Rural,GOA,South Goa,Ponda,,Candola (Ct),,14,2026-03-26,No,1/30/552/005932/0626865/0014,Irrigation Pond near Ravalnath Temple Kurduwada,,,Ponds,,26/56,15.534689,73.9619514,Others,Other private body,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,273.0,180.0,Full,Yes,Filled up every year,1.0,1.0,0.0,No,,,No,No,,,1-Standalone,,Yes,RAVISH S PHADTE,MIC_2522958.jpeg,2026-03-27 11:09:01.983,
Rural,GOA,South Goa,Ponda,,Candola (Ct),,15,2026-03-26,No,1/30/552/005932/0626865/0015,Pond near Kalidas Atmaram Savoikars farm,,,Ponds,,90/1,15.5113917,73.9766283,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,890.0,700.0,Full,Yes,Filled up every year,1.0,1.0,20.0,No,,,No,No,,,1-Standalone,,Yes,RAVISH S PHADTE,MIC_2522959.jpeg,2026-03-27 11:09:15.59,
Rural,GOA,South Goa,Ponda,,Candola (Ct),,16,2026-03-26,No,1/30/552/005932/0626865/0016,Irrigation Pond in Devidas Purshottam Savoikars farm ,,,Ponds,,94/0,15.512555,73.9763612,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Man-made,Earthen,1925.0,50000.0,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,329.0,300.0,Full,Yes,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,Yes,RAVISH S PHADTE,MIC_2522960.jpeg,2026-03-27 11:09:25.089,
Rural,GOA,South Goa,Ponda,,Candola (Ct),,17,2026-05-13,No,1/30/552/005932/0626865/0017,Irrigation Tank / Ganapati Visarjan Tank near Adv Amogh Sawaikar House ,,,Tank,,88/3,15.5092312,73.9798423,Others,Other private body,Yes,Irrigation,Religious,,1.0,1.0,,Man-made,Masonary,1550.0,10000.0,2010.0,50000.0,No,,,,,,,No,,No,More than 9 months,3.0,3.0,2.0,4.0,1.38,463.0,300.0,Upto 3/4,Yes,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,Yes,RAVISH S PHADTE,MIC_2714287.jpeg,2026-05-13 11:39:57.007,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,1,2026-04-15,No,1/30/552/005932/0626866/0001,Marshel Khajan,,,Ponds,,17/4,15.5144379,73.9530489,Others,Individual,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,3.0,20000.0,18000.0,Full,Yes,Filled up every year,1.0,1.0,5.0,,,,Yes,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2645586.jpeg,2026-04-23 00:24:41.135,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,2,2026-04-15,No,1/30/552/005932/0626866/0002,Marshel Khajan,,,Ponds,,17/32,15.5137378,73.9537484,Others,Individual,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,4000.0,2000.0,Full,Yes,Filled up every year,1.0,1.0,5.0,,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2645587.jpeg,2026-04-23 00:25:03.003,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,3,2026-04-15,No,1/30/552/005932/0626866/0003,Marshal Khajan,,,Ponds,,15/24,15.5137715,73.9543921,Others,Individual,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,3.0,10000.0,6000.0,Full,Yes,Filled up every year,1.0,1.0,4.0,,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2645588.jpeg,2026-04-23 00:25:14.839,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,4,2026-02-10,No,1/30/552/005932/0626866/0004,Shantadurga Ravalnath Temple Tank Shir Motya Kadil,,,Tank,,1/5,15.5062394,73.9727189,Others,Individual,Yes,,Religious,,,,,Man-made,Concrete,1550.0,100000.0,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,10000.0,8000.0,Full,Yes,Filled up every year,1.0,1.0,10.0,,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666470.jpeg,2026-04-28 22:12:18.08,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,5,2026-02-10,No,1/30/552/005932/0626866/0005,Government Tale,,,Tank,,84/6,15.5044542,73.9719547,Others,State WRD/State Irrigation,Yes,Irrigation,Domestic/Drinking,Natural Habitat for birds/Animals,111.0,111.0,,Man-made,Concrete,2017.0,100000.0,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,10000.0,8000.0,Full,No,Filled up every year,1.0,1.0,25.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666471.jpeg,2026-04-28 22:12:27.458,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,6,2026-02-10,No,1/30/552/005932/0626866/0006,,,,Ponds,,1/31,15.505343,73.9713256,Others,State WRD/State Irrigation,Yes,Irrigation,,,111.0,111.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,3000.0,1000.0,Full,Yes,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,,VALLABH T NAIK,MIC_2666472.jpeg,2026-04-28 22:12:30.729,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,7,2026-02-10,No,1/30/552/005932/0626866/0007,,,,Ponds,,6/1,15.5092905,73.9601744,Others,Other private body,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,No,More than 9 months,3.0,3.0,2.0,4.0,1.0,10000.0,8000.0,Full,Yes,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666473.jpeg,2026-04-28 22:12:33.975,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,8,2026-02-17,No,1/30/552/005932/0626866/0008,Bhajar Tukada,,,Tank,,10/6,15.5130819,73.9588902,Others,Individual,No,,,,,,Construction,Man-made,Masonary,2021.0,1000000.0,,,No,,,,,,,No,,No,More than 9 months,3.0,3.0,2.0,4.0,1.0,10000.0,1000.0,Full,Yes,Filled up every year,1.0,1.0,10.0,,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666474.jpeg,2026-04-28 22:12:37.303,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,9,2026-02-23,No,1/30/552/005932/0626866/0009,wondo,,,Ponds,,25/10,15.5188942,73.9516846,Others,Individual,Yes,Irrigation,,,1.0,1.0,,Man-made,Masonary,1525.0,10000.0,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,10000.0,8000.0,Full,Yes,Filled up every year,1.0,1.0,5.0,,,,No,No,,,1-Standalone,,No,VALLABH T NAIK,MIC_2666475.jpeg,2026-04-28 22:21:12.616,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,10,2026-02-23,No,1/30/552/005932/0626866/0010,Vaigan Arao,,,Ponds,,25/17,15.5185674,73.9514924,Others,Individual,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,10000.0,1000.0,Full,Yes,Filled up every year,1.0,1.0,5.0,,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666476.jpeg,2026-04-28 22:21:24.209,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,11,2026-02-27,No,1/30/552/005932/0626866/0011,,,,Ponds,,24/1,15.5201707,73.9513103,Others,Individual,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,4.0,10000.0,8000.0,Full,Yes,Filled up every year,1.0,1.0,12.0,,,,No,No,,,1-Standalone,,No,VALLABH T NAIK,MIC_2666477.jpeg,2026-04-28 22:21:29.109,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,12,2026-02-27,No,1/30/552/005932/0626866/0012,Madapoai,,,Ponds,,24/1,15.5208355,73.9506705,Others,Individual,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,4.0,10000.0,8000.0,Full,Yes,Filled up every year,1.0,1.0,15.0,,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666478.jpeg,2026-04-28 22:21:33.193,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,13,2026-02-27,No,1/30/552/005932/0626866/0013,Bhayale Bhat or Bandachi Ped,,,Tank,,31/1,15.5217621,73.950041,Others,Group of Individuals,Yes,Irrigation,,,1.0,1.0,,Man-made,Masonary,1525.0,10000.0,,,No,,,,,,,No,,No,More than 9 months,3.0,3.0,2.0,4.0,4.0,1000.0,200.0,Full,Yes,Filled up every year,1.0,1.0,15.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666479.jpeg,2026-04-28 22:21:37.098,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,14,2026-03-04,No,1/30/552/005932/0626866/0014,Sankalo,,,Ponds,,32/3,15.5215634,73.9495262,Others,Other private body,No,,,,,,Others,Man-made,Masonary,1525.0,10000.0,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,2.0,10000.0,2000.0,Full,Yes,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666480.jpeg,2026-04-28 22:21:41.177,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,15,2026-03-04,No,1/30/552/005932/0626866/0015,Sankol,,,Ponds,,32/2,15.5218555,73.9493294,Others,Other private body,No,,,,,,Others,Man-made,Earthen,1525.0,10000.0,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,5000.0,1000.0,Full,Yes,Filled up every year,1.0,1.0,5.0,No,,,No,Yes,No,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666481.jpeg,2026-04-28 22:21:45.334,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,16,2026-03-04,No,1/30/552/005932/0626866/0016,Sankol,,,Ponds,,32/2,15.521857,73.9491646,Others,Other private body,No,,,,,,Others,Man-made,Earthen,1525.0,10000.0,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,10000.0,2000.0,Full,Yes,Filled up every year,1.0,1.0,5.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666482.jpeg,2026-04-28 22:21:49.987,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,17,2026-03-04,No,1/30/552/005932/0626866/0017,Sakola,,,Ponds,,31/2,15.5219828,73.9489095,Others,Other private body,No,,,,,,Others,Man-made,Earthen,1525.0,10000.0,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,10000.0,3000.0,Full,Yes,Filled up every year,1.0,1.0,5.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666483.jpeg,2026-04-28 22:21:53.166,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,18,2026-03-04,No,1/30/552/005932/0626866/0018,Supullo Ankh,,,Ponds,,34/10,15.5221365,73.9484899,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Man-made,Earthen,1525.0,10000.0,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,5000.0,4000.0,Full,Yes,Filled up every year,1.0,1.0,10.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666484.jpeg,2026-04-28 22:21:56.421,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,19,2026-03-04,No,1/30/552/005932/0626866/0019,Bhavani Ank,,,Ponds,,34/13,15.5225479,73.948478,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,10000.0,3000.0,Full,Yes,Filled up every year,1.0,1.0,6.0,No,,,No,No,,,1-Standalone,,No,VALLABH T NAIK,MIC_2666485.jpeg,2026-04-28 22:21:59.642,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,20,2026-03-04,No,1/30/552/005932/0626866/0020,Sajulo Ankh,,,Ponds,,34/15,15.5227676,73.9486653,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,10000.0,8000.0,Full,Yes,Filled up every year,1.0,1.0,5.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666486.jpeg,2026-04-28 22:22:02.906,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,21,2026-03-04,No,1/30/552/005932/0626866/0021,Bayacho Ank,,,Ponds,,40/2,15.523228,73.9487963,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,3.0,10000.0,8000.0,Full,Yes,Filled up every year,1.0,1.0,15.0,No,,,Yes,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666487.jpeg,2026-04-28 22:22:06.859,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,22,2026-03-04,No,1/30/552/005932/0626866/0022,Bayacho Ank,,,Ponds,,40/2,15.5235243,73.9490417,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,3000.0,1000.0,Full,Yes,Filled up every year,1.0,1.0,7.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666488.jpeg,2026-04-28 22:22:10.523,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,23,2026-03-04,No,1/30/552/005932/0626866/0023,Bayacho Ank,,,Ponds,,Bayacho Ank,15.5233516,73.9489402,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,6000.0,3000.0,Full,Yes,Filled up every year,1.0,1.0,4.0,No,,,Yes,No,,,1-Standalone,,No,VALLABH T NAIK,MIC_2666489.jpeg,2026-04-28 22:22:13.722,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,24,2026-03-04,No,1/30/552/005932/0626866/0024,Vada Ank,,,Ponds,,40/3,15.5237108,73.9491863,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,8000.0,1000.0,Full,Yes,Filled up every year,1.0,1.0,2.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666490.jpeg,2026-04-28 22:22:20.35,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,25,2026-03-04,No,1/30/552/005932/0626866/0025,Sard Ankh,,,Ponds,,40/8,15.5242256,73.9495282,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,2.0,4000.0,3000.0,Full,Yes,Filled up every year,1.0,1.0,5.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666491.jpeg,2026-04-28 22:22:24.574,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,26,2026-03-04,No,1/30/552/005932/0626866/0026,Sard Ankh,,,Tank,,40/11,15.5243892,73.9497946,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Man-made,Earthen,1525.0,10000.0,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,3.0,10000.0,2000.0,Full,Yes,Filled up every year,1.0,1.0,6.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666492.jpeg,2026-04-28 22:22:30.328,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,27,2026-03-04,No,1/30/552/005932/0626866/0027,Sard Ankh,,,Tank,,40/11,15.5245656,73.9497789,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Man-made,Earthen,1525.0,10000.0,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,4.0,10000.0,3000.0,Full,Yes,Filled up every year,1.0,1.0,6.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666493.jpeg,2026-04-28 22:22:34.311,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,28,2026-03-13,No,1/30/552/005932/0626866/0028,Manashe Ankh,,,Ponds,,39/3,15.5247911,73.9499001,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,2.0,10000.0,3000.0,Full,No,Filled up every year,1.0,1.0,5.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666494.jpeg,2026-04-28 22:22:38.383,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,29,2026-03-13,No,1/30/552/005932/0626866/0029,Manashe Ankh,,,Tank,,39/4,15.524948,73.9502919,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,3.0,10000.0,3000.0,Full,Yes,Filled up every year,1.0,1.0,6.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666495.jpeg,2026-04-28 22:22:42.288,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,30,2026-03-13,No,1/30/552/005932/0626866/0030,Manashe Ankh,,,Ponds,,39/5,15.525255,73.9505946,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,4.0,10000.0,4000.0,Full,Yes,Filled up every year,1.0,1.0,15.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666496.jpeg,2026-04-28 22:22:46.178,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,31,2026-03-13,No,1/30/552/005932/0626866/0031,Mohyekathale,,,Ponds,,39/6,15.5254184,73.9511288,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,2.0,5000.0,1000.0,Full,Yes,Filled up every year,1.0,1.0,5.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666497.jpeg,2026-04-28 22:22:49.553,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,32,2026-03-13,No,1/30/552/005932/0626866/0032,Mohrava Tal,,,Tank,,41/1,15.5256475,73.9514317,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,No,More than 9 months,3.0,3.0,2.0,4.0,1.0,10000.0,500.0,Full,Yes,Filled up every year,1.0,1.0,4.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666498.jpeg,2026-04-28 22:22:52.777,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,33,2026-03-27,No,1/30/552/005932/0626866/0033,Tank ,,,Tank,,50/5-G,15.5153197,73.9538146,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Man-made,Concrete,1525.0,200000.0,2024.0,500000.0,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,3.0,10000.0,3000.0,Full,No,Filled up every year,1.0,1.0,6.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666499.jpeg,2026-04-28 22:22:56.004,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,34,2026-03-27,No,1/30/552/005932/0626866/0034,Pond,,,Ponds,,18/9,15.5150521,73.9523302,Others,Other private body,No,,,,,,Destroyed beyond repair,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,3000.0,1000.0,Full,Yes,Filled up every year,1.0,1.0,2.0,No,,,Yes,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666500.jpeg,2026-04-28 22:23:00.639,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,35,2026-04-15,No,1/30/552/005932/0626866/0035,Marshel Khajan,,,Tank,,17/27,15.5143053,73.9538352,Others,Individual,Yes,Irrigation,,,1.0,1.0,,Man-made,Earthen,1525.0,20000.0,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,3.0,10000.0,8000.0,Full,No,Filled up every year,1.0,1.0,5.0,,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666501.jpeg,2026-04-28 22:23:03.867,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,36,2026-04-15,No,1/30/552/005932/0626866/0036,Marshel Khajan,,,Ponds,,17/8,15.51466,73.9537969,Others,Individual,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,1.0,5000.0,1000.0,Full,Yes,Filled up every year,1.0,1.0,5.0,,,,No,Yes,No,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666502.jpeg,2026-04-28 22:23:08.013,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,37,2026-04-15,No,1/30/552/005932/0626866/0037,Marshel Khajan,,,Ponds,,17/30,15.5140769,73.9539709,Others,Individual,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,3.0,3.0,2.0,4.0,3.0,10000.0,5000.0,Full,Yes,Filled up every year,1.0,1.0,5.0,,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666503.jpeg,2026-04-28 22:23:12.134,
Rural,GOA,South Goa,Ponda,,Orgao (Ct),,38,2026-04-28,No,1/30/552/005932/0626866/0038,Sard Ankh,,,Ponds,,40/4,15.5239146,73.9492496,Others,Other private body,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,No,More than 9 months,3.0,3.0,2.0,4.0,1.0,6000.0,500.0,Full,Yes,Filled up every year,1.0,1.0,5.0,No,,,No,No,,,1-Standalone,,Yes,VALLABH T NAIK,MIC_2666504.jpeg,2026-04-28 22:23:39.897,
Rural,GOA,South Goa,Ponda,,Priol (Ct),,1,2026-01-29,No,1/30/552/005932/0626868/0001,zaricha bandara,,,Water consv schemes/percolation tanks/check-dams,,206/1,15.421964,73.9872759,Others,State WRD/State Irrigation,Yes,Irrigation,,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,2100.0,2100.0,700.0,2100.0,120.0,,,,No,,30.0,1.0,25.0,No,,,No,No,,,1-Standalone,,No,MANGESH NAIK,MIC_2025197.jpeg,2026-01-29 13:33:00.597,
Rural,GOA,South Goa,Ponda,,Priol (Ct),,2,2026-01-29,No,1/30/552/005932/0626868/0002,saikana bandara,,,Tank,,246/3,15.42998,73.9864383,Others,Group of Individuals,Yes,Irrigation,,,2.0,2.0,,Man-made,Earthen,1990.0,80000.0,,,No,,,,,,,No,,No,6-9 months,3000.0,3000.0,15.0,90.0,1.4,25.0,42.0,Upto 1/4,No,Filled up every year,3.0,3.0,3.0,No,,,No,No,,,2-Connected,3.0,No,MANGESH NAIK,MIC_2025232.jpeg,2026-01-29 13:35:43.685,
Rural,GOA,South Goa,Ponda,,Priol (Ct),,3,2026-01-29,No,1/30/552/005932/0626868/0003,pachmya,,,Ponds,,120/2,15.440275,73.9866967,Others,Individual,Yes,Irrigation,,,1.0,1.0,,Natural,,,,2000.0,30000.0,No,,,,,,,No,,Yes,,75.0,78.75,75.0,78.0,1.05,78.75,78.75,Full,Yes,Filled up every year,15.0,15.0,15.0,,,,No,No,,,1-Standalone,,No,MANGESH NAIK,MIC_2026998.jpeg,2026-01-29 13:53:36.949,
Rural,GOA,South Goa,Ponda,,Priol (Ct),,4,2026-01-29,No,1/30/552/005932/0626868/0004,semepaini mangeshi,,,Ponds,,18/3,15.4382706,73.985719,Others,Group of Individuals,Yes,Irrigation,,,1.0,1.0,,Natural,,,,1600.0,5000.0,No,,,,,,,No,,No,More than 9 months,35.0,17.5,10.0,13.0,17.5,35.0,17.0,Full,No,Filled up every year,10.0,10.0,10.0,No,,,No,No,,,1-Standalone,,No,MANGESH NAIK,MIC_2028677.jpeg,2026-01-29 15:50:41.739,
Rural,GOA,South Goa,Ponda,,Priol (Ct),,5,2026-01-30,No,1/30/552/005932/0626868/0005,mangesh temple,,,Ponds,,3/3,15.4393836,73.9719353,Others,Other private body,No,,,,,,Destroyed beyond repair,Natural,,,,1999.0,300000.0,No,,,,,,,No,,No,less than 6 months,660.0,330.0,16.5,330.0,0.05,330.0,330.0,Full,No,Usually filled up,1.0,1.0,0.0,No,,,No,No,,,1-Standalone,,No,MANGESH NAIK,MIC_2036530.jpeg,2026-01-30 13:03:01.661,
Rural,GOA,South Goa,Ponda,,Priol (Ct),,6,2026-01-30,No,1/30/552/005932/0626868/0006,mahalsa devastan,,,Ponds,,307/10,15.4401467,73.97584,Others,Panchayat,No,,,,,,Dried-up,Man-made,Others,1970.0,20000.0,2024.0,10000.0,No,,,,,,,No,,No,less than 6 months,144.0,158.4,39.6,79.2,158.0,39.6,79.2,Full,No,Filled up every year,10.0,5.0,10.0,No,,,No,No,,,2-Connected,2.0,No,MANGESH NAIK,MIC_2036561.jpeg,2026-01-30 13:04:54.628,
Rural,GOA,South Goa,Ponda,,Priol (Ct),,7,2026-01-30,No,1/30/552/005932/0626868/0007,akar,,,Ponds,,75/11,15.4458683,73.9799367,Others,Individual,No,,,,,,Dried-up,Natural,,,,,,No,,,,,,,No,,Yes,,10075.0,5037.5,500.0,1000.0,65.0,5000.0,2000.0,Full,No,Filled up every year,1.0,1.0,10.0,,,,No,No,,,1-Standalone,,No,MANGESH NAIK,MIC_2036569.jpeg,2026-01-30 13:05:30.829,
Rural,GOA,South Goa,Ponda,,Priol (Ct),,8,2026-01-30,No,1/30/552/005932/0626868/0008,akar,,,Ponds,,75/21,15.4468017,73.9794133,Others,Panchayat,Yes,Irrigation,,,1.0,1.0,,Man-made,Others,1999.0,30000.0,2020.0,10000.0,No,,,,,,,No,,Yes,,15.0,25.5,6.75,12.75,1.7,12.75,6.37,Full,Yes,Filled up every year,1.0,1.0,1.0,No,,,No,No,,,1-Standalone,,No,MANGESH NAIK,MIC_2038270.jpeg,2026-01-30 15:15:11.26,
